"image_id","image_path","question","answer"
"611BVKpgGBL","/images/small/62/622c8eef.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"717nmhrZ8nL","/images/small/00/00156110.jpg","What is the product type?","FOUNTAIN"
"717nmhrZ8nL","/images/small/00/00156110.jpg","What is the material of the water dispenser?","plastic"
"717nmhrZ8nL","/images/small/00/00156110.jpg","What is the brand of this pet water fountain?","Amazon"
"51ZUPNxTuJL","/images/small/e0/e0dc770f.jpg","What is the product type?","CHAIR"
"51ZUPNxTuJL","/images/small/e0/e0dc770f.jpg","What color is the lounge chair cushion?","black"
"51ZUPNxTuJL","/images/small/e0/e0dc770f.jpg","What is this item used for?","lounges"
"71VFqbBwgfL","/images/small/60/6052bb76.jpg","What is the product type?","SHOES"
"71VFqbBwgfL","/images/small/60/6052bb76.jpg","What is the style?","Leather"
"71VFqbBwgfL","/images/small/60/6052bb76.jpg","What brand is this?","find."
"71cN1g+iM-L","/images/small/dd/ddcaba49.jpg","What phone model is this case designed for?","Samsung Galaxy Note 4"
"71cN1g+iM-L","/images/small/dd/ddcaba49.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71cN1g+iM-L","/images/small/dd/ddcaba49.jpg","What brand is this phone case?","Amazon"
"61V+cDdE46L","/images/small/0e/0ebbe00b.jpg","What is the case's design?","multi-colored"
"61V+cDdE46L","/images/small/0e/0ebbe00b.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"61V+cDdE46L","/images/small/0e/0ebbe00b.jpg","What brand is this case?","Amazon"
"617Vz-av7NL","/images/small/9f/9faba717.jpg","What is the metal color of the necklace?","Yellow"
"617Vz-av7NL","/images/small/9f/9faba717.jpg","What is the initial on the necklace?","S"
"617Vz-av7NL","/images/small/9f/9faba717.jpg","What type of product is this?","FINENECKLACEBRACELETANKLET"
"71IBe7p58+L","/images/small/96/967a86b3.jpg","What is the pattern on the phone case?","pattern"
"71IBe7p58+L","/images/small/96/967a86b3.jpg","What material is the phone case made of?","Silicone"
"71IBe7p58+L","/images/small/96/967a86b3.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"61M1GRWYSaL","/images/small/4d/4dc7b6b7.jpg","What is the color of the mirror frame?","White"
"61M1GRWYSaL","/images/small/4d/4dc7b6b7.jpg","What is the style of the mirror?","Standard"
"61M1GRWYSaL","/images/small/4d/4dc7b6b7.jpg","What is the product type?","HOME_MIRROR"
"71qxmw1j82L","/images/small/39/3998a010.jpg","What is the product type?","RING"
"71qxmw1j82L","/images/small/39/3998a010.jpg","What is the style of this ring?","リング"
"71qxmw1j82L","/images/small/39/3998a010.jpg","What is the brand of this ring?","Amazon"
"51tjMeONVoL","/images/small/e9/e9a9f05a.jpg","What color is the lid?","blue"
"51tjMeONVoL","/images/small/e9/e9a9f05a.jpg","What is the product type?","FOOD_SLICER"
"51tjMeONVoL","/images/small/e9/e9a9f05a.jpg","What material is the body made of?","plastic"
"71YJ3RdWCFL","/images/small/8f/8f0288a1.jpg","What brand is the cheese?","Happy Belly"
"71YJ3RdWCFL","/images/small/8f/8f0288a1.jpg","How many slices of cheese are in the package?","10"
"71YJ3RdWCFL","/images/small/8f/8f0288a1.jpg","What type of cheese is shown?","Pepper Jack"
"71G0rTBtnsL","/images/small/13/13a0cbb4.jpg","What is the phone case's design?","Floral"
"71G0rTBtnsL","/images/small/13/13a0cbb4.jpg","What color are the flowers on the case?","Blue"
"71G0rTBtnsL","/images/small/13/13a0cbb4.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"71XmbEbx9jL","/images/small/99/99ce107b.jpg","What is the metal color of the necklace?","White"
"71XmbEbx9jL","/images/small/99/99ce107b.jpg","What is the main material of this item?","Metal"
"71XmbEbx9jL","/images/small/99/99ce107b.jpg","What type of product is this?","FINENECKLACEBRACELETANKLET"
"61lLIMaKmFL","/images/small/c6/c6f98036.jpg","What is the case's material?","Plastic"
"61lLIMaKmFL","/images/small/c6/c6f98036.jpg","What brand is the phone case?","Amazon"
"61lLIMaKmFL","/images/small/c6/c6f98036.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"61ewmuWuCUL","/images/small/77/77fb7485.jpg","What is the phone case's design?","Others"
"61ewmuWuCUL","/images/small/77/77fb7485.jpg","What type of phone case is this?","CELLULAR_PHONE_CASE"
"61ewmuWuCUL","/images/small/77/77fb7485.jpg","What brand is this phone case?","Amazon"
"71T06rxdowL","/images/small/7e/7e8018e3.jpg","What brand is the phone case?","Amazon"
"71T06rxdowL","/images/small/7e/7e8018e3.jpg","What animal is featured on the case?","Squirrel"
"71T06rxdowL","/images/small/7e/7e8018e3.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"816atdnKTsL","/images/small/74/7495e403.jpg","What is the brand of these mixed nuts?","Whole Foods Market"
"816atdnKTsL","/images/small/74/7495e403.jpg","What is the product type?","GROCERY"
"816atdnKTsL","/images/small/74/7495e403.jpg","What is the material of the packaging?","plastic"
"71SYWISeBlL","/images/small/25/2587d235.jpg","What phone model is this case for?","Lenovo P2"
"71SYWISeBlL","/images/small/25/2587d235.jpg","What is the case's material?","Hard"
"71SYWISeBlL","/images/small/25/2587d235.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71iiFVjqspL","/images/small/3b/3babb6cd.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71iiFVjqspL","/images/small/3b/3babb6cd.jpg","What brand is this phone case?","Amazon"
"71iiFVjqspL","/images/small/3b/3babb6cd.jpg","What phone is this case for?","Samsung"
"71LV4jLxt3L","/images/small/60/604d570e.jpg","What is the case's material?","Plastic"
"71LV4jLxt3L","/images/small/60/604d570e.jpg","What is the case designed for?","Oppo A7"
"71LV4jLxt3L","/images/small/60/604d570e.jpg","What is the color of the case?","Multicolor"
"61Y3DFDNf8L","/images/small/7e/7eb79b42.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"61Y3DFDNf8L","/images/small/7e/7eb79b42.jpg","What brand is this phone case?","Amazon"
"61Y3DFDNf8L","/images/small/7e/7eb79b42.jpg","What is the color of the case?","Others"
"71jExJSn29L","/images/small/99/99f2f016.jpg","What is the color of the shoe?","Black"
"71jExJSn29L","/images/small/99/99f2f016.jpg","What is the style of this shoe?","Slippers"
"71jExJSn29L","/images/small/99/99f2f016.jpg","What type of shoe is this?","SHOES"
"71EQYzYd0pL","/images/small/b6/b6639e8e.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71EQYzYd0pL","/images/small/b6/b6639e8e.jpg","What brand is this case?","Amazon"
"71EQYzYd0pL","/images/small/b6/b6639e8e.jpg","What phone model is this case for?","Sony"
"61p3fthkV7L","/images/small/aa/aa952ded.jpg","What is the main color of the phone case?","multi-colored"
"61p3fthkV7L","/images/small/aa/aa952ded.jpg","What material is the phone case made of?","Plastic"
"61p3fthkV7L","/images/small/aa/aa952ded.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"71RKC9kLEJL","/images/small/59/59254c47.jpg","What is the material of the phone case?","Plastic"
"71RKC9kLEJL","/images/small/59/59254c47.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"71RKC9kLEJL","/images/small/59/59254c47.jpg","What color is the dog in the image?","Multicolor"
"91X0IMOiB2L","/images/small/74/74091fc1.jpg","What is the product type?","HOME"
"91X0IMOiB2L","/images/small/74/74091fc1.jpg","What brand is this duvet set?","Stone"
"91X0IMOiB2L","/images/small/74/74091fc1.jpg","What size is shown in the image?","queen"
"71+u-ZR8IeL","/images/small/04/04a5cfb8.jpg","What is the color of the binders?","White"
"71+u-ZR8IeL","/images/small/04/04a5cfb8.jpg","How many binders are in the pack?","4"
"71+u-ZR8IeL","/images/small/04/04a5cfb8.jpg","What is the product type?","STORAGE_BINDER"
"51XLz+PvboL","/images/small/34/34c23847.jpg","What is the brand of this sandal?","STARTER"
"51XLz+PvboL","/images/small/34/34c23847.jpg","What is the style of this sandal?","Logo Slides"
"51XLz+PvboL","/images/small/34/34c23847.jpg","What color is this sandal?","Rojo(Team Red)"
"71JXhXCxRYL","/images/small/ac/ace725dc.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71JXhXCxRYL","/images/small/ac/ace725dc.jpg","What brand is this case?","Amazon"
"71JXhXCxRYL","/images/small/ac/ace725dc.jpg","What is the case's design?","Brick"
"81pOPer1eIL","/images/small/7d/7df5df86.jpg","What is the color of the journals?","Negro"
"81pOPer1eIL","/images/small/7d/7df5df86.jpg","What is the product type?","PAPER_PRODUCT"
"81pOPer1eIL","/images/small/7d/7df5df86.jpg","What brand are these journals?","Amazon Basics"
"71qXvJLzyTL","/images/small/87/87c11ce5.jpg","What is the product type?","HOME"
"71qXvJLzyTL","/images/small/87/87c11ce5.jpg","What is the brand?","UMI"
"71qXvJLzyTL","/images/small/87/87c11ce5.jpg","What is the color shown in the image?",""
"71pvrsLX4TL","/images/small/3e/3e3e98af.jpg","What is the material of the phone case?","Plastic"
"71pvrsLX4TL","/images/small/3e/3e3e98af.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"71pvrsLX4TL","/images/small/3e/3e3e98af.jpg","What color is the motorcycle on the case?","Multicolor"
"71o2volpvSL","/images/small/68/68b40da9.jpg","What is the main color of the phone case?","Multicolor"
"71o2volpvSL","/images/small/68/68b40da9.jpg","What is the phone case made of?","Plastic"
"71o2volpvSL","/images/small/68/68b40da9.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"71BeSR0w3ZL","/images/small/d7/d7a393f2.jpg","What is the case's main color?","Multicolor"
"71BeSR0w3ZL","/images/small/d7/d7a393f2.jpg","What material is the phone case made of?","Silicon"
"71BeSR0w3ZL","/images/small/d7/d7a393f2.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"61y6AsqZdEL","/images/small/21/21eef289.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"61y6AsqZdEL","/images/small/21/21eef289.jpg","What material is the case made of?","Silicon"
"61y6AsqZdEL","/images/small/21/21eef289.jpg","What brand is this phone case?","Amazon"
"61OnkGVhMWL","/images/small/35/3595924e.jpg","What is the brand shown in the image?","AmazonBasics"
"61OnkGVhMWL","/images/small/35/3595924e.jpg","What type of product is this according to the image?","HEADPHONES"
"61OnkGVhMWL","/images/small/35/3595924e.jpg","What is the text color?","black"
"71Xnj0HtusL","/images/small/bc/bc4c3907.jpg","What is the shape of the pendant?","Heart"
"71Xnj0HtusL","/images/small/bc/bc4c3907.jpg","What color is the main stone?","blue"
"71Xnj0HtusL","/images/small/bc/bc4c3907.jpg","What is the material of the necklace?","metall"
"71pK4yYqvGL","/images/small/dd/dd362f8d.jpg","What is the color of the sandal?","Black"
"71pK4yYqvGL","/images/small/dd/dd362f8d.jpg","What type of footwear is shown?","SANDAL"
"71pK4yYqvGL","/images/small/dd/dd362f8d.jpg","What is the brand of this sandal?","find."
"71mDp19zwCL","/images/small/ae/aeb8cc10.jpg","What is the brand of this sunscreen?","Solimo"
"71mDp19zwCL","/images/small/ae/aeb8cc10.jpg","What is the sunscreen's SPF?","50"
"71mDp19zwCL","/images/small/ae/aeb8cc10.jpg","What color is the bottle?","blue"
"81HtGMCtzrL","/images/small/e1/e152479c.jpg","What is the case's design?","multi-colored"
"81HtGMCtzrL","/images/small/e1/e152479c.jpg","What material is the phone case made of?","Plastic"
"81HtGMCtzrL","/images/small/e1/e152479c.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"71Uz206ucQL","/images/small/ac/ac628caf.jpg","What is the color of the handleset?","Matte Black"
"71Uz206ucQL","/images/small/ac/ac628caf.jpg","What type of product is this?","HARDWARE_HANDLE"
"71Uz206ucQL","/images/small/ac/ac628caf.jpg","What is the style of the knob?","Tulip"
"61mhc+g+jEL","/images/small/c4/c43c3815.jpg","What is the product type?","SANDAL"
"61mhc+g+jEL","/images/small/c4/c43c3815.jpg","What color are the sandals?","Black"
"61mhc+g+jEL","/images/small/c4/c43c3815.jpg","What is the style of this sandal?","Eden"
"71ETBO8MpRL","/images/small/27/276b26ce.jpg","What is the color of the phone case?","Others"
"71ETBO8MpRL","/images/small/27/276b26ce.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71ETBO8MpRL","/images/small/27/276b26ce.jpg","What brand is this phone case?","Amazon"
"91kf6hcXxxL","/images/small/85/85cce5a6.jpg","What is the color of the frame?","Black"
"91kf6hcXxxL","/images/small/85/85cce5a6.jpg","What is the product type?","WALL_ART"
"91kf6hcXxxL","/images/small/85/85cce5a6.jpg","What is the style of the art?","Empire State Building"
"71NWHNpYXIL","/images/small/8c/8cf6a773.jpg","What is the brand of this dressing?","Whole"
"71NWHNpYXIL","/images/small/8c/8cf6a773.jpg","What type of product is this?","GROCERY"
"71NWHNpYXIL","/images/small/8c/8cf6a773.jpg","What is the size of this dressing bottle?","12"
"81eiC7TMqsL","/images/small/b3/b34861d4.jpg","What is the color of the fitted sheet?","Marron Clair"
"81eiC7TMqsL","/images/small/b3/b34861d4.jpg","What material is the fitted sheet made of?","cotton"
"81eiC7TMqsL","/images/small/b3/b34861d4.jpg","What is the product type?","HOME_BED_AND_BATH"
"81-uKSSKY5L","/images/small/61/612844de.jpg","What is the style of this footwear?","Enkellaarzen"
"81-uKSSKY5L","/images/small/61/612844de.jpg","What is the product type?","BOOT"
"81-uKSSKY5L","/images/small/61/612844de.jpg","What color are these boots?","Blauw"
"71SXiWx+l6L","/images/small/81/813d3185.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71SXiWx+l6L","/images/small/81/813d3185.jpg","What brand is this phone case?","Amazon"
"71SXiWx+l6L","/images/small/81/813d3185.jpg","What color are the stars on the case?","Others"
"71VKVycDzIL","/images/small/a8/a88de4c0.jpg","What is the material of the sandal?","Suede"
"71VKVycDzIL","/images/small/a8/a88de4c0.jpg","What type of product is this?","SHOES"
"71VKVycDzIL","/images/small/a8/a88de4c0.jpg","What is the brand of this sandal?","The Fix"
"61DMBkI0QmL","/images/small/31/312bf75e.jpg","What is the main color of the phone case?","Others"
"61DMBkI0QmL","/images/small/31/312bf75e.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"61DMBkI0QmL","/images/small/31/312bf75e.jpg","What brand is this phone case?","Amazon"
"81wWmyEDbyL","/images/small/70/70ca7834.jpg","What is the product type?","ENVELOPE"
"81wWmyEDbyL","/images/small/70/70ca7834.jpg","What is the item's brand?","AmazonBasics"
"81wWmyEDbyL","/images/small/70/70ca7834.jpg","What type of mailer is this?","Kraft"
"81U06MS2NiL","/images/small/af/af97c244.jpg","What is the color of this fan?","black"
"81U06MS2NiL","/images/small/af/af97c244.jpg","What type of fan is this?","ELECTRIC_FAN"
"81U06MS2NiL","/images/small/af/af97c244.jpg","What brand is this fan?","AmazonBasics"
"61snpDFIsxL","/images/small/8c/8c0c52d5.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"61snpDFIsxL","/images/small/8c/8c0c52d5.jpg","What brand is this phone case?","Amazon"
"61snpDFIsxL","/images/small/8c/8c0c52d5.jpg","What color is the phone case?","multi-colored"
"81Y83bv7+HL","/images/small/8a/8ae67120.jpg","What is the shape of the mirror?","round"
"81Y83bv7+HL","/images/small/8a/8ae67120.jpg","What is the primary material of the frame?","metal"
"81Y83bv7+HL","/images/small/8a/8ae67120.jpg","What is the style of this mirror?","Contemporary"
"91LrBjLWAgL","/images/small/47/4700d46a.jpg","What is the product type?","HERB"
"91LrBjLWAgL","/images/small/47/4700d46a.jpg","What is the brand of this product?","Vedaka"
"91LrBjLWAgL","/images/small/47/4700d46a.jpg","What is the product's node name?","Cardamom"
"61bjkxGvtmL","/images/small/88/88742ac6.jpg","What is the product type?","VEHICLE_LIGHT_BULB"
"61bjkxGvtmL","/images/small/88/88742ac6.jpg","What is the brand of this lightbulb?","AmazonBasics"
"61bjkxGvtmL","/images/small/88/88742ac6.jpg","What type of light is this?","H1"
"71RjOBicyFL","/images/small/83/8352d715.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71RjOBicyFL","/images/small/83/8352d715.jpg","What brand is this case?","Amazon"
"71RjOBicyFL","/images/small/83/8352d715.jpg","What phone model is this case for?","Vivo"
"71EO05t7p6L","/images/small/51/51e7f487.jpg","What is the color of the dog in the phone case image?","White"
"71EO05t7p6L","/images/small/51/51e7f487.jpg","What material is the phone case made of?","Silicon"
"71EO05t7p6L","/images/small/51/51e7f487.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"61cN8pJT5eL","/images/small/67/674693cb.jpg","What is the brand of this air freshener?","Presto!"
"61cN8pJT5eL","/images/small/67/674693cb.jpg","What is the scent of the air freshener?","Floral"
"61cN8pJT5eL","/images/small/67/674693cb.jpg","What is the product type?","AREA_DEODORIZER"
"61zcK3nQ9lL","/images/small/22/22879ba1.jpg","What is the plating of this ring?","Argent Plaqué Or Jaune"
"61zcK3nQ9lL","/images/small/22/22879ba1.jpg","What type of product is this?","FINERING"
"61zcK3nQ9lL","/images/small/22/22879ba1.jpg","What brand is this ring from?","Amazon Collection"
"71Zx90GUK3L","/images/small/fc/fce2d7bb.jpg","What brand is this phone case?","Amazon"
"71Zx90GUK3L","/images/small/fc/fce2d7bb.jpg","What phone model is this case for?","Huawei"
"71Zx90GUK3L","/images/small/fc/fce2d7bb.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"71Z8K4a1b9L","/images/small/a8/a8c8f300.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71Z8K4a1b9L","/images/small/a8/a8c8f300.jpg","What brand is this phone case?","Amazon"
"71Z8K4a1b9L","/images/small/a8/a8c8f300.jpg","What phone model is this case for?","Lenovo"
"81ezEd3L3QL","/images/small/49/4900f03c.jpg","What is the case's design?","multi-colored"
"81ezEd3L3QL","/images/small/49/4900f03c.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"81ezEd3L3QL","/images/small/49/4900f03c.jpg","What brand is this case?","Amazon"
"81hfFt7VmQL","/images/small/a9/a9d516c5.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"81hfFt7VmQL","/images/small/a9/a9d516c5.jpg","What brand is this case?","Amazon"
"81hfFt7VmQL","/images/small/a9/a9d516c5.jpg","What is the color of the design on the case?","Others"
"717kxIkfbpL","/images/small/72/72e3aa6c.jpg","What is the main color of the flowers on the case?","blue"
"717kxIkfbpL","/images/small/72/72e3aa6c.jpg","What type of case is this?","CELLULAR_PHONE_CASE"
"717kxIkfbpL","/images/small/72/72e3aa6c.jpg","What brand is this phone case?","Amazon"
"4137fq4-Q4L","/images/small/d6/d6ed4d28.jpg","What is the color of the bedsheets?","Lila"
"4137fq4-Q4L","/images/small/d6/d6ed4d28.jpg","What category does this product belong to?","HOME"
"4137fq4-Q4L","/images/small/d6/d6ed4d28.jpg","What brand is this product?","UMI"
"61G71sdhgYL","/images/small/19/19c5ae77.jpg","What is the letter shown on the phone case?","X"
"61G71sdhgYL","/images/small/19/19c5ae77.jpg","What is the main color of the phone case background?","Black"
"61G71sdhgYL","/images/small/19/19c5ae77.jpg","What material is the phone case made of?","Plastic"
"61qbOm94h6L","/images/small/26/261a24c6.jpg","What is the main color of the phone case?","Multicolor"
"61qbOm94h6L","/images/small/26/261a24c6.jpg","What material is the phone case made of?","Silicon"
"61qbOm94h6L","/images/small/26/261a24c6.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"81Fm3v-RzML","/images/small/d2/d2854296.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"81Fm3v-RzML","/images/small/d2/d2854296.jpg","What brand is this phone case?","Amazon"
"81Fm3v-RzML","/images/small/d2/d2854296.jpg","What is the color of the phone case shown in the image?","Others"
"71yxsDU3AdL","/images/small/14/1445d3ed.jpg","What type of dish is this?","GROCERY"
"71yxsDU3AdL","/images/small/14/1445d3ed.jpg","What is the main protein?","Chicken"
"71yxsDU3AdL","/images/small/14/1445d3ed.jpg","What kind of rice is used?","basmati"
"61FM6xbl0uL","/images/small/ab/ab6e9a96.jpg","What is the color of the mop handle?","Silver"
"61FM6xbl0uL","/images/small/ab/ab6e9a96.jpg","What material is the mop frame made of?","Aluminum"
"61FM6xbl0uL","/images/small/ab/ab6e9a96.jpg","What is the product type?","JANITORIAL_SUPPLY"
"71seBQWbOjL","/images/small/67/67d156a3.jpg","What is the brand of this pet product?","Wag"
"71seBQWbOjL","/images/small/67/67d156a3.jpg","What color are these pet sheets?","白色"
"71seBQWbOjL","/images/small/67/67d156a3.jpg","What type of product is this?","WASTE_BAG"
"61AfwXeoEvL","/images/small/bc/bcbaceb8.jpg","What letter is on the phone case?","K"
"61AfwXeoEvL","/images/small/bc/bcbaceb8.jpg","What is the material of the phone case?","Plastic"
"61AfwXeoEvL","/images/small/bc/bcbaceb8.jpg","What is the phone case's color?","multi-colored"
"715eJ0pmYTL","/images/small/c6/c68c2094.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"715eJ0pmYTL","/images/small/c6/c68c2094.jpg","What brand is this phone case?","Amazon"
"715eJ0pmYTL","/images/small/c6/c68c2094.jpg","What's the depicted drink?","Lemon"
"71bd6tOctXL","/images/small/01/01c1f0f4.jpg","What is the color of the shoe?","Talpa"
"71bd6tOctXL","/images/small/01/01c1f0f4.jpg","What type of shoe is this?","SHOES"
"71bd6tOctXL","/images/small/01/01c1f0f4.jpg","What brand is this shoe?","Amazon"
"71UrFqAVkXL","/images/small/c5/c55cb7bd.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71UrFqAVkXL","/images/small/c5/c55cb7bd.jpg","What brand is this case?","Amazon"
"71UrFqAVkXL","/images/small/c5/c55cb7bd.jpg","What is the color shown in the image?","Others"
"61Gb4J0GEIL","/images/small/fd/fdbbd15d.jpg","What is the product type?","FINEEARRING"
"61Gb4J0GEIL","/images/small/fd/fdbbd15d.jpg","What style are these earrings?","ピアス"
"61Gb4J0GEIL","/images/small/fd/fdbbd15d.jpg","What is the origin of the pearls?","中国"
"A16LhpbVagL","/images/small/c4/c493531e.jpg","What is the style of this art print?","Contemporary"
"A16LhpbVagL","/images/small/c4/c493531e.jpg","What material is the print on?","Cotton"
"A16LhpbVagL","/images/small/c4/c493531e.jpg","What is the product type?","WALL_ART"
"71i6E7uQzxL","/images/small/fe/fe1187ce.jpg","What is the product type?","WIRELESS_ACCESSORY"
"71i6E7uQzxL","/images/small/fe/fe1187ce.jpg","What brand is this?","AmazonBasics"
"71i6E7uQzxL","/images/small/fe/fe1187ce.jpg","What is the category node?","Categories"
"715440SW4oL","/images/small/c8/c8a744c9.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"715440SW4oL","/images/small/c8/c8a744c9.jpg","What brand is this case?","Amazon"
"715440SW4oL","/images/small/c8/c8a744c9.jpg","What is the color of the case?","Others"
"71zDIRjRJmL","/images/small/0b/0b6ea66e.jpg","What phone model is this case for?","Lenovo"
"71zDIRjRJmL","/images/small/0b/0b6ea66e.jpg","What is the design of the case?","Brick"
"71zDIRjRJmL","/images/small/0b/0b6ea66e.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"817Z69Emf8L","/images/small/75/757b37a6.jpg","What is the main color of the phone case?","Others"
"817Z69Emf8L","/images/small/75/757b37a6.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"817Z69Emf8L","/images/small/75/757b37a6.jpg","What brand is this phone case?","Amazon"
"71NHeRSnkfL","/images/small/9d/9d9532f3.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71NHeRSnkfL","/images/small/9d/9d9532f3.jpg","What brand is this case?","Amazon"
"71NHeRSnkfL","/images/small/9d/9d9532f3.jpg","What phone model is this case for?","Sony"
"71TSq4yZs4L","/images/small/2d/2d5c93d2.jpg","What is the case's material?","Silicon"
"71TSq4yZs4L","/images/small/2d/2d5c93d2.jpg","What phone model is this case for?","Lava A72"
"71TSq4yZs4L","/images/small/2d/2d5c93d2.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71LdDwR01IL","/images/small/80/80fb03b5.jpg","What is the product type?","VITAMIN"
"71LdDwR01IL","/images/small/80/80fb03b5.jpg","What is the brand?","Lutrovita"
"71LdDwR01IL","/images/small/80/80fb03b5.jpg","What is the flavor?","Orange"
"71S738lpLSL","/images/small/30/30f7e733.jpg","What is the phone case's product type?","CELLULAR_PHONE_CASE"
"71S738lpLSL","/images/small/30/30f7e733.jpg","What brand is this phone case?","Amazon"
"71S738lpLSL","/images/small/30/30f7e733.jpg","What color are the roses on the phone case?","Others"
"A1rNEN9cWwL","/images/small/fd/fddf17e7.jpg","What is the main color of the map?","Blue"
"A1rNEN9cWwL","/images/small/fd/fddf17e7.jpg","What is the item's material?","Canvas"
"A1rNEN9cWwL","/images/small/fd/fddf17e7.jpg","What is the product type?","WALL_ART"
"81x7-AOyOdL","/images/small/9b/9bf6b549.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"81x7-AOyOdL","/images/small/9b/9bf6b549.jpg","What brand is this phone case?","Amazon"
"81x7-AOyOdL","/images/small/9b/9bf6b549.jpg","What is the color of the phone case?","Others"
"81OUleNhfnS","/images/small/b0/b0c056e6.jpg","What is the color of the coffee table?","Brown"
"81OUleNhfnS","/images/small/b0/b0c056e6.jpg","What material is the table's frame made of?","Resin"
"81OUleNhfnS","/images/small/b0/b0c056e6.jpg","What type of furniture is this?","TABLE"
"71MNL7Mg8lL","/images/small/85/85f135ba.jpg","What is the brand of this dressing?","Whole Foods Market"
"71MNL7Mg8lL","/images/small/85/85f135ba.jpg","What type of product is this?","SALAD_DRESSING"
"71MNL7Mg8lL","/images/small/85/85f135ba.jpg","What is the size of this bottle in ounces?","12"
"71adnihemZL","/images/small/6b/6b6852de.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71adnihemZL","/images/small/6b/6b6852de.jpg","What brand is this case?","Amazon"
"71adnihemZL","/images/small/6b/6b6852de.jpg","What is the color of this phone case?","Others"
"71T3wgeL0jL","/images/small/9b/9b9560db.jpg","What is the color of the headboard?","Romero Cream"
"71T3wgeL0jL","/images/small/9b/9b9560db.jpg","What is the product type?","HEADBOARD"
"71T3wgeL0jL","/images/small/9b/9b9560db.jpg","What is the style of this headboard?","Classic"
"71OXX+4ZWAL","/images/small/80/80661ca3.jpg","What color is the dog in the phone case image?","White"
"71OXX+4ZWAL","/images/small/80/80661ca3.jpg","What type of case is shown?","Silicone"
"71OXX+4ZWAL","/images/small/80/80661ca3.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"610+b3vXXeL","/images/small/75/75744f36.jpg","What is the main color of the dress in the phone case image?","pink"
"610+b3vXXeL","/images/small/75/75744f36.jpg","What is the material of this phone case?","Plastic"
"610+b3vXXeL","/images/small/75/75744f36.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"81O9yGPcjCL","/images/small/0e/0ea8e56d.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"81O9yGPcjCL","/images/small/0e/0ea8e56d.jpg","What brand is this case?","Amazon"
"81O9yGPcjCL","/images/small/0e/0ea8e56d.jpg","What is the color of this phone case?","Others"
"71xxH7ra0SL","/images/small/40/40661190.jpg","What is the color of the chairs?","Negro"
"71xxH7ra0SL","/images/small/40/40661190.jpg","How many chairs are in the set?","2"
"71xxH7ra0SL","/images/small/40/40661190.jpg","What is the product type?","CHAIR"
"813U822x9xL","/images/small/78/78976eb7.jpg","What is the brand of this product?","Whole"
"813U822x9xL","/images/small/78/78976eb7.jpg","What is the flavor of this protein powder?","Coconut"
"813U822x9xL","/images/small/78/78976eb7.jpg","What type of protein is this?","Plant"
"71QJTI6F7xL","/images/small/58/58f9d15d.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71QJTI6F7xL","/images/small/58/58f9d15d.jpg","What brand is this case?","Amazon"
"71QJTI6F7xL","/images/small/58/58f9d15d.jpg","What color is the phone case?","Others"
"71ZkCFP8aBL","/images/small/fc/fcf32494.jpg","What is the product type?","SHOES"
